news,masked headline,ans,predicted_ans,calculation,response
"(Mar 12, 2014  7:00 PM CDT) Rep. Charlie Rangel called it  our community's 9/11 : Dozens of police officers and firefighters spent the day digging through rubble and dousing flames after a gas leak blew up two buildings in Harlem today, the Daily News reports. The latest tally, per the New York Times: three dead, more than 50 wounded, and about 10 still missing. Many of the injured have minor wounds, while others had broken bones and one woman rescued from the rubble was in critical but stable condition with head injuries.  There was no warning in advance,  said Mayor Bill de Blasio.  It's a tragedy of the worst kind because there was no indication.  He promised to investigate claims by residents that they had smelled gas for days and called 311 many times; one neighbor tells the New York Post that gas smells persisted for years. The city says it will look into a contractor's installation of a new gas line in one of the buildings nine months ago. What's more, one of the buildings had  several vertical cracks  deemed dangerous in 2008, according to city records, but there's no record of them ever being fixed.","[MASK] Dead, Over 50 Injured in Harlem Blast",3,3,Trans(three),"{""ans"": 3}"
"(Apr 1, 2011  9:53 AM CDT) Six US soldiers were killed during an attack on an insurgent hideout near Afghanistan's border with Pakistan, the Washington Post reports. The deaths that resulted from the helicopter-driven assault are the latest reminder of the US struggle in the isolated Kunar province. The US has lately shifted its attention away from the region--one of Afghanistan's most violent since 2005--concentrating instead on population centers. The assault took place near Pakistan's tribal areas, over which its government has little sway. Last summer, the same battalion killed some 150 fighters in the region; afterward, the US attempted to build an Afghan police station there. But when American troops left the area, so did the police.  The police were too scared the Taliban were going to come back and kill them,  said a US commander.  The people are still timid, and the police are timid.  Heartbreakingly, the Post notes that the wife of one of the dead soldiers was included in a November article on the stress Army spouses endure. Click to read it.",[MASK] US Soldiers Killed Near Pakistan Border,6,6,Trans(Six),"{
  ""ans"": 6
}"
"(Mar 16, 2012  7:17 PM CDT) As many as three out of 10 young adults are moving back in with their parents--resulting in the highest share of 18- to 34-year-olds living with multiple generations since the 1950s--after finding themselves unable to find lucrative employment in this dismal economy. They're dubbed  boomerang kids  because they depart for school or work only to return to the nest, but surprisingly, reports the Christian Science Monitor, 78% say they're happy living at home and 24% say it's positive for their relationship with their parents.  The choice is to go out and be in debt or to pursue your dreams and save up money at home, in a safe, stable environment,  says one 2009 grad who moved back home. The Pew Research Center report notes that 29% of 25- to 34-year-olds either moved back home recently or never moved away, while 53% of 18- to 24-year-olds live at home. Says an expert,  These statistics show that the recession has exacerbated a trend that was already under way since the 1980s ... living at home longer and boomeranging back more frequently.",[MASK] out of 10 Young Adults Moving Home,3,3,Trans(three),"{
  ""ans"": ""3""
}"
"(Jun 6, 2010  6:01 AM CDT) Two New Jersey men who allegedly intended to kill American troops were arrested yesterday at John F. Kennedy International Airport before boarding flights to join a jihadist group in Somalia, the Newark Star-Ledger reported. Mohamed Hamoud Alessa, 20, and Carlos Eduardo Almonte, 26, were charged with conspiring to commit an act of international terrorism through al-Shabaab, a violent extremist group based in Somalia and connected to al-Qaeda. Teams of state and federal law-enforcement agents who have been investigating Alessa and Almonte since 2006 took them into custody. They are scheduled to appear tomorrow in federal court in Newark. Authorities said an undercover NYPD officer had infiltrated the suspects' group of friends and was able to monitor their consumption of jihadist videos and literature, overseas travel preparations, and purchase of airline tickets. Officials said the two men were not planning an imminent attack in the New York area. Both are American citizens.",[MASK] Busted at JFK on Terror Charges,2,2,Trans(two),"{""ans"": 2}"
"(Jun 19, 2012  8:35 AM CDT) Last year, environmental activists were killed at the rate of one per week--a rate that has nearly doubled in just three years. The shocking statistic comes from a Global Witness report, released on the eve of the Rio+20 sustainable development conference in Brazil--one of the most dangerous countries for environmental activists, with nearly half of the worldwide killings reported there. The report calls on the conference leaders to monitor and fight back against the increasing violence, the Guardian reports. The deaths involve community leaders, journalists, and campaigners who work to protect forests, rivers, and land, and many cases involved governments and foreign corporations or competition over resources including gas and oil.  This trend points to the increasingly fierce global battle for resources, and represents the sharpest of wake-up calls for delegates in Rio,  says a Global Witness rep. The group says the true death toll is probably higher than reported, since the results are incomplete.","On Average, [MASK] Eco-Activist Killed Every Week",1,2,Trans(one),"{""ans"": ""2""}"
"(Jun 13, 2019  12:36 AM CDT) Maine legalized medically assisted suicide on Wednesday, becoming the eighth state to allow terminally ill people to end their lives with prescribed medication. Democratic Gov. Janet Mills, who had previously said she was unsure about the bill, signed it in her office.  It is my hope that this law, while respecting the right to personal liberty, will be used sparingly,  said Mills. Oregon was the first state to legalize such assistance, in 1997, and it took over a decade for the next state, Washington, to follow suit. While still controversial, assisted suicide legislation is winning increasing acceptance in the United States, and this year at least 18 states considered such measures, the AP reports.",[MASK]th State Legalizes Assisted Suicide,8,8,Trans(eighth),"{
  ""ans"": 8
}"
"(Nov 7, 2011  12:50 AM) The deaths of three children have been linked to parents who reportedly own a popular but controversial spanking book by a Tennessee preacher. The book, To Train Up a Child, by Michael Pearl of the No Greater Joy Ministry, promotes using a switch on babies as young as 6 months and plumbing tubing on older children to keep them in line--much like  stubborn mules  are disciplined. Some 700000 parents, many of them home-schoolers, have purchased the self-published tome, including parents who are either currently serving prison time or have been charged in the abuse and beating deaths of three young children in the last 5 years, reports the New York Times. Pearl says it's unfair to blame his book for the actions of unstable parents, but physicians and law enforcement authorities have expressed concerns about the book's role in child abuse.  My fear is that this book, while perhaps well intended, could easily be misinterpreted and could lead to what I consider significant abuse,  a pediatrician who examined one of the dead children told the Times. The book threatens to escalate violence against children because it advises that  if you don't get results, the only thing to do is to punish harder and harder,  says a woman who runs a Christian-based blog opposed to corporal punishment. Parents worried about the book have organized to pressure outlets like Amazon.com to stop selling it. One of the Pearls' five children, now 28, recalls having a  wonderful  childhood, even though her dad says she was spanked some 50 times as a toddler. Click for more from the Times' piece.",Preacher's Spanking Book Linked to [MASK] Child Deaths,3,3,Trans(three),"{
  ""ans"": 3
}"
"(Mar 28, 2018  8:35 PM CDT) Authorities say they're searching for three children who are unaccounted for after their siblings and parents plunged off a Northern California cliff, the AP reports. The California Highway Patrol said Wednesday that 19-year-old Markis Hart, 14-year-old Jeremiah Hart, and 14-year-old Abigail Hart died along with their parents, Jennifer and Sarah Hart. Their SUV plunged 100 feet from the Pacific Coast Highway onto rocks in the ocean Monday.",[MASK] Kids Sought After Cliff Crash Kills Family,3,3,Trans(three),"{
  ""ans"": 3
}"
"(May 13, 2008  7:42 AM CDT) Nearly 19000 people are reported buried in rubble in just one Chinese town, the state media said today, as  the death toll  from yesterday's 7.9 earthquake in Sichuan province climbed to 12000. Overwhelmed rescuers worked frantically to rescue as many as possible, impeded by rain and mudslides, while hundreds of children still beneath a collapsed school have been given up for dead, reports the New York Times. Tens of thousand of troops have been sent in to grapple with China's worst disaster in over 30 years. The area continues to be rocked by aftershocks.  We left with nothing but the clothes we're wearing,  said one woman, cradling her infant son.  We don't dare stay in our homes.  Premier Wen Jiabao has flown into the area to oversee operations and China is appealing for all citizens to donate blood.","Quake Buries Nearly 19,000 in [MASK] Town",1,19000,Trans(one),"{
  ""ans"": ""19000""
}"
"(Aug 24, 2009  8:32 PM CDT) President Obama will nominate Ben Bernanke for a second term as chairman of the Federal Reserve, the Wall Street Journal reports. Obama, who will make the announcement tomorrow, credits Bernanke with  pulling the economy back from the brink of depression,  White House chief of staff Rahm Emanuel said tonight. The nomination requires Senate approval; Bernanke's first 4-year term expires in January.",Obama Wants [MASK]nd Fed Term for Bernanke,2,2,Trans(second),"{""ans"": ""2""}"
"(Dec 10, 2008  11:24 AM) A New Hampshire teen suspended from school last week for sending a racy photo via cell phone wasn't the first, the Boston Globe reports--and won't be the last: One in five teens has uploaded a compromising image, and nearly one in three has received a half-naked or nude shot, a new online survey shows.  This sort of online behavior contributes to a casual hookup culture,  a sex-education expert says.  When you get numbers like 20% and higher for young adults, that passes the threshold of concern.  What's more: Nearly one in three of the 1280 teens surveyed reported seeing photos intended for someone else.  I was like, 'Oh, my God, I don't want to see it,'  says a 16-year-old who later  brushed it off.",One in [MASK] Teens Has Sent or Posted Racy Photos,5,five,Trans(five),"{
  ""ans"": ""five""
}"
"(Oct 22, 2017  8:37 AM CDT) Bill Koch might not be the biggest name among his brothers, but he's got a pretty interesting claim to fame: The collector of fine wine and art discovered he'd bought $400000 worth of wine that had once belonged to Thomas Jefferson that had, well, never really belonged to Jefferson. So what's a bilked billionaire to do about the fake four bottles in question? If you're Koch, you spend $35 million to figure out who was behind the scam, he tells 60 Minutes in an episode airing Sunday.  There is a code of silence  in among collectors and auction houses about fakes, Koch says, which makes him  very unique in being the one who said 'I'm going to stand up for it. I'm going to shine a bright light on these fakers.'  He has collected judgments, including $1 million from a German who claimed to have found the Jefferson bottles, but he's not exactly getting his money back:  I spent over $35 million doing all that. I was a dog...on a bone,  he says.  I wasn't going to give up.","Bilked Out of $[MASK]K, Koch Bro Spends $35M to Investigate",400,400,"Paraphrase(400,000,K)","{""ans"": 400}"
"(Sep 10, 2019  2:15 AM CDT) Wendy's plans to roll out breakfast offerings like the Honey Butter Chicken Biscuit and the Breakfast Baconator at all 6000 or so of its US restaurants next year--and it needs 20000 new employees to serve them. The fast food chain currently serves breakfast at around 300 locations. CEO Todd Penegor said Monday that the breakfast will provide  incredible growth opportunities,  but the launch won't be cheap, CNN reports. The company, which plans to spend around $20 million on the breakfast expansion, has lowered its financial outlook for 2019. USA Today notes that Wendy's was a holdout while other chains expanded their morning menus, although it did experiment with a nationwide breakfast menu including items like French toast and omelets in the mid-1980s.",Wendy's Is Hiring [MASK]K New Workers,20,20,"Paraphrase(20,000,K)","{""ans"": ""20""}"
"(Jun 11, 2009  5:15 PM CDT) Sully's revenge: Authorities are going to round up and kill up to 2000 Canada geese near JFK and LaGuardia airports, reports the New York Post. A bird strike led to pilot Chesley Sullenberger's unexpected detour on the Hudson in January, and the city and Port Authority want to lower the risk for other planes. The hunt will start next week while the geese are molting and can't fly.  The serious dangers that Canada geese pose to aviation became all to clear when geese struck US Airways Flight 1549,  said Mayor Bloomberg.",NYC to Kill [MASK]K Geese Near Main Airports,2,2000,"Paraphrase(2,000,K)","{""ans"": 2000}"
"(May 1, 2008  3:33 AM CDT) Suspected wife killer Drew Peterson is offering a $25000 reward for information about his wife's disappearance, the Chicago Tribune reports. The Illinois ex-cop said he believes his fourth wife, Stacy, left with another man when she vanished six months ago. Stacy's relatives slammed the offer as a publicity stunt and suggested that Peterson, who's also being investigated in the death of his third wife, collect the reward himself.  No one has better answers about what happened to her,  said a family spokeswoman.  Stop expecting other people to tell us what happened--you were there.",Peterson Offers $[MASK]K Reward for Wife's Return,25,25,"Paraphrase(25,000,K)","{
  ""ans"": 25
}"
"(Jul 21, 2015  4:10 PM CDT) If you passed on chances to win an inn, a bakery, or a goat farm, now you've got another to win a $390000 home in California. A realtor is giving away the refurbished 1906 residence in rural Jackson to the person who submits the best dessert recipe, reports the Contra Costa Times. Entrants must submit $100 along with the recipe, which will be judged by a panel of food experts. Details here or here. The deadline is Sept. 7.",Dessert Contest Prize: $[MASK]K Home,390,390,"Paraphrase(390,000,K)","{
  ""ans"": ""390""
}"
"(Mar 4, 2015  3:25 PM) The only thing standing between you and your very own flux capacitor is the Chicago Cubs and the death of a 107-year-old dry spell. As the Daily Herald reports, an Illinois car museum is offering up its exhibit 1981 DeLorean--complete with aforementioned flux capacitor--to one lucky visitor, with the tiny caveat that the Cubbies must first pull off the completely unimaginable and win the World Series this year. The Volo Auto Museum's publicity stunt is a nod to 1989's Back to the Future Part II, which predicted that  the Curse  would end in 2015.  We thought it would be a really fun promotion for the auto museum and the Cubs,  says museum director Brian Grams.  We've had the car here for many years, and always a crowd-pleaser. So, we decided to take a bit of a risk and have fun with it.   The car is fully functional. It's a running and driving car,  Grams tells ABC, which notes that the DeLorean is also worth a not-insignificant $85000. Visitors to the museum will be eligible to enter between March 21 and whenever  the Cubs are out, or until they win,  says Grams. And what happens in the event of a non-Hollywood ending, in which the Cubs don't win the pennant?  We keep the car, but the giveaway winner will win the museum's hover board prop,  says Grams. But if the team does win,  you could travel back in time to 1908 and watch the Cubs win their last series.  (This stolen DeLorean was found in a weird way.)","If Prediction Is Correct, $[MASK]K DeLorean Could Be Yours",85,85,"Paraphrase(85,000,k)","{
  ""ans"": ""85""
}"
"(Oct 14, 2015  1:07 AM CDT) An Ohio church congregation ordered a pizza from Domino's during a service, then tipped the driver more than $1000 that had been collected for the offering. The driver brought the $5.99 pizza to Sycamore Creek Church in Pickerington in suburban Columbus on Oct. 4. The Rev. Steve Markle brought her onstage and asked her about the biggest tip she'd ever received. She said it had been about $10. That's when Markle told her the teaching at the church had been about generosity, so the congregation had taken up an offering for her. She broke into tears. The Columbus Dispatch reports that the congregation was wrapping up a sermon series on  I Was Broke. Now I'm Not.  The church draws about 500 to 600 people each week. (Two NYC waitresses received a giant tip from a dead diner.)","Driver Delivers $6 Pizza, Is Tipped $[MASK]K",1,1000,"Paraphrase(1,000,K)","{""ans"": ""1000""}"
"(Nov 11, 2010  1:30 PM) Donata Forman really loves her dog. So when her condo board told her little Charlie--a four-pound Yorkshire terrier-- had to go,  I said, I'm going all the way  with the case, Forman tells the New York Daily News.  I need him because he's part of the family.  Forman took the condo board to court, and dragged them through a costly legal battle--which she won this week. So rejoice, pooch lovers, because an appeals court ruled that a pet ban can only be instituted if it is written into the condo's bylaws and approved by 80% of the owners who live there. The condo board is probably pretty chagrined; Forman at one point offered to settle, but they turned her down.  They told a judge that they'd spent $100000 already, so they can't settle,  says Forman's lawyer.",Condo Spends $[MASK]K Trying to Evict Dog ... and Loses,100,100,"Paraphrase(100,000,K)","{
  ""ans"": ""100""
}"
"(Aug 9, 2010  5:06 PM CDT) Honda recalled 384000 vehicles today over a malfunction that could cause the cars and SUVs to roll away while parked, the Detroit News reports. The recall applies to all 2003 Accords and Civics as well as Elements from 2003 and 2004--all of which have problems with their ignition locks. Though the end result--rolling away--was the same, a Honda rep said different problems were to blame in different models.  These are different parts. They are different issues that are causing this same sort of symptom,  a Honda spokesman said. Despite the many causes, ignition locks are a chronic problem for Honda--the company has recalled 1.4 million vehicles over the issue.",Honda Recalls [MASK]K Vehicles,384,384,"Paraphrase(384,000,K)","{""ans"": ""384""}"
"(Mar 14, 2018  4:03 PM CDT) Todd Entrekin makes just under $95000 a year as the sheriff of Alabama's Etowah County, but somehow he and his wife Karen (an ex-probation officer) have $1.7 million in property spread over two counties. AL.com reports that how he paid for all of this is now being called into question due to some ethics disclosure paperwork he recently filed with the state, in which he noted he has received more than $750000 in  compensation  over the past three years from a  Food Provisions  account--namely, funds offered by federal, state, and municipal governments to feed prisoners in the Etowah County Jail. And Entrekin says it's completely legal, based on an antiquated state law passed before World War II that apparently allows sheriffs to keep  excess  funds meant to feed prisoners. AL.com says the state law is  likely  being exploited by other Alabama sheriffs as well. However, other counties that end up with a surplus give the money to the county government so it can be put to use elsewhere instead of lining the sheriffs' pockets.  I believe the funds belong to the taxpayers and any excess funds should go toward things that benefit the taxpayer,  the police chief of Rainbow City, who used to work under the former Etowah County sheriff, says.  There's been a tremendous amount of money left over that shouldn't be used as a bonus check.  Two advocacy groups filed suit in January against 49 Alabama sheriffs who won't show financials around their prison feeding programs. In Etowah County's case, AL.com is also probing county contracts awarded to companies that have donated to Entrekin campaigns. Meanwhile, Entrekin says he's  getting beat up  for sticking to the law and that attacks against him are  politically motivated,  the Gadsden Times reports.",A Sheriff's Odd $[MASK]K 'Compensation' May Not Be So Rare,750,750,"Paraphrase(750,000,k)","{
  ""ans"": ""750""
}"
"(Sep 14, 2008  2:36 PM CDT) Nearly 2000 people who refused to evacuate the Texas coast ahead of Hurricane Ike have been rescued, state officials reported this afternoon, with the Wall Street Journal reporting only 4 confirmed casualties. Texas Gov. Rick Perry launched what he called the biggest rescue in state history, sending crews by land, sea, and air in a search that was door-to-door in hard-hit Galveston. Houston police earlier today announced a nighttime curfew for the next week, CNN reports.  The 9 pm to 6 am curfew is  for purposes of public safety,  he says:  We are asking people to not be out in the streets either in vehicles or on foot unless you have to, in the case of an emergency.  Hundreds of thousands of Texans are still without electricity after Ike landed in the state yesterday.",[MASK]K Rescued From Ike; Houston Enacts Curfew,2,2000,"Paraphrase(2,000,K)","{""ans"": ""2000""}"
"(Oct 16, 2014  10:59 AM CDT) North West's life is about as charmed as you probably assumed it to be, if Us Weekly's sources are to be believed. As Celebuzz reports, sources tell the magazine Kim and Kanye's baby has more than 200 articles of designer clothing--from a $375 silk Oscar de la Renta dress to a $200 leopard Roberto Cavalli dress to custom-made Giuseppe Zanotti shoes--including some pieces the infant has never actually worn. She also has a leather Alexander Wang dress and a $50000 pair of diamond earrings, because what 1-year-old doesn't need a leather dress and half-carat diamond earrings?  Kim and Kanye are grateful when designers send them some pieces,  one source says.  North loves clothes and getting ready to go out. It's a lot of fun.  As if that's not enough to make you wish you could trade places with a toddler, sources also say Kim and Kanye make sure her lavish nursery, including a $3950 crib, as well as other belongings like a $940 stroller, are  replicated wherever they stay.  Oh, and she sometimes gets her own personal organic chef, too. (In other recent Kardashian news, click to read the latest speculation on the identity of Khloe's real dad.)","North West Wears $[MASK]K Earrings, and Other Lavish Details",50,50,"Paraphrase(50,000 ,K)","{""ans"": ""50""}"
"(May 23, 2016  7:10 PM CDT) A Massachusetts man who made a resolution on Jan. 1, 1989, to run every day is still going strong--27 years later, the AP reports. Saugus resident Lenworth  Kip  Williamson recently ran for the 10000th consecutive day. The 57-year-old General Electric Co. engineering manager tells the Daily Item of Lynn that he remembers reading at the time that if you can do something for 21 days, it becomes a habit. Now he puts in at least 3 miles a day and sticks to the streets, regardless of the weather, running as late at 11pm and as early as 2am.  It's a good time to think,  Williamson says.  I guess I enjoy the endorphins and it's just part of who I am at this point.  He says as long as his legs work, he will continue running.","Man Runs for [MASK]K Straight Days, Rain or Shine",10,10000,"Paraphrase(10,000,K)","{""ans"": ""10000""}"
"(Nov 9, 2020  9:25 AM) A Saudi princess who returned to the Paris apartment she'd left over the summer ended up in the hospital in shock after she found more than $700000 worth of her jewelry, furs, and designer handbags had been stolen. The Guardian and RFI report that the unidentified 47-year-old royal, who hadn't been back to the apartment since mid-August, returned there on Thursday morning, only to discover that fancy furs, jewelry that included a Cartier watch worth $9500, and 30 Hermes bags worth between $12000 and $35000 each had vanished. A source close to the case says it didn't appear like entry to the apartment, said to be on or near Avenue George V near the Champs-Elysees, had been forced.  Handprints were found on a trapdoor on the ceiling of the corridor,  investigators said, per Le Parisien, which notes that an extra set of keys to the apartment reportedly had disappeared. A possible suspect in the case is a man who'd been staying at the princess' apartment since she left. It's not clear if this is the same Saudi princess who had nearly $1 million in jewels stolen from her Paris hotel in 2018.",Clues to $[MASK]K Theft in Paris: Handprints on a Trapdoor,700,700,"Paraphrase(700,000,K)","{
  ""ans"": ""700""
}"
"(Jun 3, 2010  2:05 AM CDT) A multinational crew of cosmonauts will be embarking on a 520-day mission to nowhere today. The all-male crew--three Russians, a Frenchman, an Italian, and a Chinese man--are taking part in a Mars mission simulation at a Moscow medical center locked in capsules, the BBC reports. The experiment aims to study the effects of fatigue, isolation, and stress. The six-member crew, including two doctors, will spend the next year and a half in the four windowless canisters that comprise the mock spaceship, carrying out experiments to send to  mission control.  All the supplies the crew will need for the mission have already been loaded, and there will be no resupply, scientists say. A fifth canister features a mock Red Planet, which three crew members will visit halfway through the mission.",'Virtual Mars' Crew Locked in 'Spaceship' for [MASK] Months,17,520,"Round(Divide(520,30),0)","{""ans"": ""520""}"
"(Sep 10, 2019  12:59 AM CDT) The lure of illicit earnings was too sweet for a cake deliveryman to resist, according to a lawsuit filed by an upscale New York City bakery. Lady M Confections says David Lliviganay, 32, smuggled at least 1020 of its cakes out of its Queens warehouse over a few months and resold them to other vendors, the New York Times reports. Lady M's cakes, including creations like its Rabbit Stamp Signature Mille Crepe, sell for $90 each, meaning the delivery driver stole cakes worth $89250, the company says. The company says Llivaganay started pilfering cakes in late 2018, but it didn't become aware of the theft until months later, when it discovered that  unauthorized resellers  were selling them at discount. Surveillance video revealed Llivaganay shifting cakes from company freezers to his car on dozens of occasions, according to the company, whose products have been raved about by celebrities including Oprah Winfrey. According to court records, Llivaganay was charged with 15 counts of petty larceny and pleaded guilty in July. He is due to be sentenced later this month. The company's lawsuit is seeking the value of the cakes, plus interest and punitive damages for his  malicious  behavior, the Guardian reports. Llivaganay, the lawsuit states,  violated his duty of loyalty  to the company.",Lawsuit: Deliveryman Stole Cakes Worth $[MASK]K,89,89.25,"Round(Paraphrase(89,250,K),0)","{
  ""ans"": 89.25
}"
"(Jan 16, 2010  10:53 AM) NASA space shuttles are now priced to sell. The space agency cut the per-shuttle price from $42 million to $29 million for Endeavour and Atlantis, reports the Orlando Sentinel. NASA is retiring the fleet at the end of the year and hopes museums or schools want them for display. The National Air and Space Museum has dibs on Discovery, and it already has Enterprise, which never made it into space. The others are slightly used, with about 100 millon miles or so.",Fire Sale! NASA Slashes Price of Shuttles [MASK]%,31,30,"Round(Multiply(Divide(Subtract(42,29),42),100),0)","{""ans"": ""30""}"
"(Nov 4, 2008  3:19 PM) Stocks rallied on Election Day as investors applauded the looming conclusion to the presidential race, the Wall Street Journal reports. Continuing declines in interbank lending, and strong third-quarter earnings reports also fueled optimism, with the Dow rising 305.45 to close at 9625.28. The Nasdaq climbed 53.79 closing at 1780.12, while the S&P 500 gained 39.45 to settle at 1005.75. The three-month US Libor dropped 0.10% to 2.706%, its 17th consecutive daily decline, signaling easing lending costs. Archer Daniels Midland rose 14.83% after the agricultural firm reported a doubling in third-quarter profit. MasterCard also shot up 18.2% despite reporting a quarterly loss of $194 million, because the loss was due to an antitrust penalty.",Stocks Up [MASK] in Election Rally,305,305.45,"Round(305.45,0)","{""ans"": 305.45}"
"(Jul 5, 2010  5:29 AM CDT) BP's costs for the disastrous Gulf of Mexico oil spill climbed nearly half a billion dollars in the past week, raising the oil giant's tab to $3.12 billion for work on cleaning and capping the gusher and payouts to individuals, businesses, and governments, according to a tally released today by BP. The figure does not include a $20 billion fund for Gulf damages BP created last month. Meanwhile, lousy weather has continued to delay the cleanup effort, preventing a flotilla of smaller skimmers from working offshore along the coasts of Alabama, Mississippi, and Florida, and delaying the operation of the Helix Producer, another vessel that officials say will roughly double the amount of oil being collected or burned. It's supposed to connect with the leaking well by a flexible hose that will help it disconnect and reconnect quickly if a hurricane or major storm forces an evacuation of the site. Coast Guard officials say they're hoping to have the Helix Producer connected to the well and collecting oil by Wednesday.",BP Cleanup Tab Passes $[MASK]B Mark,3,3.12,"Round(3.12,0)","{""ans"": ""3.12""}"
"(May 21, 2012  6:45 AM CDT) It's a resolution for what All Things Digital's Kara Swisher calls  perhaps the longest running global cat fight in Internet history : In a $7.1 billion deal, Yahoo is selling back up to half its 40% stake in China's Alibaba, the Wall Street Journal reports. For the US internet giant, that means $6.3 billion cash and $800 million in preferred Alibaba stock. Most of the $4 billion Yahoo ultimately takes home after taxes will go to shareholders, many of whom are still smarting over Yahoo's 2008 rejection of Microsoft's bid to acquire the company for $33 per share, reports the AP. Yahoo's sagging stock traded at $15.42 on Friday. Yahoo bought its stake in Alibaba in 2005 for $1 billion, in a deal driven by Yahoo co-founder Jerry Yang, who had a good relationship with Alibaba founder Jack Ma. But under current Yahoo boss Carol Bartz, the companies' relationship has been frosty, as Alibaba has sought to buy back the stake, notes Reuters.  Credit to Jack Ma, he's a wheeler and dealer and he got a very good deal on this one,  says an analyst. The transaction values Alibaba at $35 billion, and the deal inches Alibaba closer to an IPO.","Yahoo, Alibaba End Years of Bickering With $[MASK]B Deal",7,7.1,"Round(7.1,0)","{""ans"": ""7.1""}"
"(Feb 16, 2010  6:35 PM) Massachusetts police had probable cause to charge Amy Bishop after she shot her brother to death in 1986, the local DA says. Missing police files from the case finally turned up, and the DA says cops could have arrested Bishop on charges of assault with a dangerous weapon and lesser offenses. It's moot now, however: the statute of limitations has run out, reports the Boston Herald. The development leaves unanswered for now the big questions in the case: Why did authorities let Bishop go free, and how did the files from the case manage to disappear for 20 years or so? The DA's statement notes that Bishop's mother had at least minor political ties. She  was one of 240 elected Town Meeting members. She represented Precinct 3 from 1980 to 1993.  Amy Bishop remains jailed after the shooting of fellow professors in Huntsville, Alabama.",Amy Bishop Could Have Been Charged in '[MASK] Shooting,86,1986,"Subtract(1986,1900)","{""ans"": 1986}"
"(Apr 11, 2011  11:25 AM CDT) Dr. Mark Lachs is an expert on geriatrics, and his oldest patient is 109. Not only is she 109, but she still lives at home-- with all her marbles,  he writes--and enjoys chocolate truffles and Budweiser. What's her secret?  Adaptive competence,  which Lachs defines as  the ability to bounce back from stress.  Not just biological stress but, in his opinion and the opinion of other geriatrics experts, psychological stress as well. His 109-year-old patient, for example, has had to deal with everything from the loss of loved ones to gender discrimination to medical issues. And after each, she dusts herself off and moves on,  he writes on NPR. When she suffered a stroke, she threw herself into rehab and speech therapy. Studies support his theory, with one in particular showing that people who had negative feelings about getting older died an average of 7.5 years earlier than their more positive counterparts.  So,  Lachs concludes,  if you're a boomer and you don't think your outlook on aging has any impact on the rest of your life, you might want to brighten your attitude a bit.  (Click for another way to live longer.)",How to Live to [MASK]: Learn to Bounce Back,100,109,"Subtract(109,9)","{
  ""ans"": ""109""
}"
"(Mar 4, 2009  3:01 PM) The Fed predicted more pain for the US economy in today's  Beige Book  report, with a turnaround not expected until late 2009 or early 2010, the Wall Street Journal reports.  National economic conditions deteriorated further,  across January and February, the Fed said. In a distressing turn, the slump has spread from the financial and manufacturing sectors into a  wide range  of general services. Even health care, traditionally seen as recession-proof, has been feeling the downturn: The Fed noted that certain providers were seeing fewer patients because of a decline in elective procedures. Meanwhile, long-depressed areas saw no signs of recovery-- sales of new automobiles and light trucks remained exceptionally sluggish,  the Fed said, while housing  remains in the doldrums in most areas.","Economy Worsens, No Relief 'til Late '[MASK]: Beige Book",9,2009,"Subtract(2009,2000)","{
  ""ans"": ""2009""
}"
"(Jun 2, 2011  7:02 PM CDT) Six people are dead after a shooting rampage in Yuma linked to a divorce case, reports the Arizona Republic. The victims include a lawyer who was packing up his office for retirement, notes AP. Details are still emerging, but police have a rough outline of events: 73-year-old Carey Hal Dyess walked into the office of Jerry Shelley, the attorney who represented his ex-wife, and fatally shot him. Dyess then left the office and fatally shot four other people--no identities yet--before killing himself. One other person was wounded.  Apparently, he did not want to shoot the secretary, so he told her to get down,  another lawyer tells the Republic.  Then he shot Jerry. I've worked with Jerry Shelley for over 20 years, and he's a very kind person. I'm really shocked by this.  Added another:  He was retiring, that's what's so heartbreaking.","Cops: Yuma Gunman, 73, Kills [MASK], Himself Over Divorce",5,7,"Subtract(Trans(Six),Span(him))","{
  ""ans"": 7
}"
"(Jun 24, 2019  3:33 PM CDT) A gunman shot and killed four people then turned the gun on himself after an hours-long standoff with police in California, authorities said Monday. San Jose police saw several bloody family members and victims fleeing a home when police responded to calls of shots fired Sunday night, the AP reports. The police said in a news release Monday that they helped an adult male and adult female from the residence.  The two victims were suffering from at least one gunshot wound each. The two victims were transported to nearby hospitals where they were pronounced deceased a short time later,  said the statement. When officers arrived, two other adult women and the male gunman remained inside the residence, which officers surrounded and eventually entered around 1:25am Monday.",San Jose Standoff Ends With [MASK] Dead,5,3,"Add(Trans(four),Span(turned the gun on himself))","{
  ""ans"": 3
}"
